0	1350
1	1347
2	1385
3	1292
4	1345
5	1328
6	1390
7	1296
8	1386
9	1336
10	1455
11	1328
12	1420
13	1330
14	1439
15	1371
16	1413
17	1358
18	1446
19	1336
20	1377
21	1329
22	1424
23	1314
24	1388
25	1344
26	1484
27	1418
28	1426
29	1379
30	1508
31	1431
32	1474
33	1451
34	1493
35	1372
36	1528
37	1426
38	1542
39	1497
40	1551
41	1510
42	1580
43	1479
44	1583
45	1546
46	1631
47	1546
48	1583
49	1567
50	1680
51	1648
52	1684
53	1631
54	1705
55	1617
56	1735
57	1618
58	1712
59	1620
60	1752
61	1623
62	1697
63	1648
64	1730
65	1620
66	1711
67	1653
68	1714
69	1574
70	1732
71	1572
72	1698
73	1654
74	1680
75	1594
76	1621
77	1624
78	1615
79	1574
80	1568
81	1503
82	1573
83	1517
84	1609
85	1492
86	1542
87	1423
88	1554
89	1405
90	1466
91	1432
92	1482
93	1482
94	1484
95	1368
96	1427
97	1329
98	1455
99	1385
100	1446
101	1335
102	1417
103	1373
104	1400
105	1306
106	1411
107	1256
108	1418
109	1237
110	1371
111	1286
112	1361
113	1273
114	1344
115	1253
116	1355
117	1287
118	1334
119	1264
