0	1333
1	1347
2	1372
3	1292
4	1333
5	1299
6	1365
7	1294
8	1396
9	1319
10	1444
11	1298
12	1396
13	1309
14	1391
15	1342
16	1392
17	1288
18	1412
19	1277
20	1324
21	1271
22	1376
23	1225
24	1298
25	1253
26	1371
27	1287
28	1322
29	1263
30	1381
31	1264
32	1333
33	1279
34	1302
35	1189
36	1337
37	1238
38	1354
39	1251
40	1335
41	1270
42	1332
43	1236
44	1331
45	1272
46	1364
47	1256
48	1285
49	1253
50	1378
51	1346
52	1373
53	1327
54	1413
55	1356
56	1524
57	1415
58	1560
59	1512
60	1670
61	1632
62	1785
63	1824
64	1956
65	1851
66	1945
67	1827
68	1767
69	1514
70	1549
71	1337
72	1421
73	1324
74	1371
75	1286
76	1336
77	1300
78	1303
79	1284
80	1261
81	1243
82	1328
83	1244
84	1366
85	1259
86	1331
87	1209
88	1349
89	1217
90	1285
91	1288
92	1320
93	1340
94	1360
95	1249
96	1311
97	1223
98	1349
99	1297
100	1364
101	1244
102	1336
103	1309
104	1357
105	1252
106	1356
107	1206
108	1374
109	1195
110	1344
111	1245
112	1325
113	1242
114	1307
115	1233
116	1355
117	1259
118	1318
119	1240
