0	1304
1	1353
2	1361
3	1298
4	1328
5	1337
6	1364
7	1324
8	1367
9	1355
10	1411
11	1373
12	1396
13	1369
14	1401
15	1412
16	1405
17	1374
18	1428
19	1361
20	1361
21	1350
22	1422
23	1325
24	1366
25	1366
26	1444
27	1410
28	1431
29	1407
30	1479
31	1436
32	1445
33	1440
34	1458
35	1377
36	1481
37	1428
38	1500
39	1488
40	1499
41	1493
42	1530
43	1463
44	1506
45	1502
46	1561
47	1497
48	1516
49	1515
50	1578
51	1608
52	1591
53	1573
54	1582
55	1539
56	1612
57	1548
58	1590
59	1558
60	1602
61	1524
62	1568
63	1557
64	1584
65	1511
66	1551
67	1579
68	1579
69	1501
70	1578
71	1513
72	1562
73	1555
74	1561
75	1542
76	1526
77	1553
78	1531
79	1510
80	1461
81	1479
82	1507
83	1464
84	1556
85	1458
86	1482
87	1405
88	1481
89	1402
90	1411
91	1433
92	1425
93	1467
94	1425
95	1355
96	1388
97	1328
98	1406
99	1390
100	1409
101	1332
102	1395
103	1377
104	1368
105	1326
106	1377
107	1277
108	1370
109	1243
110	1318
111	1291
112	1316
113	1294
114	1318
115	1274
116	1329
117	1293
118	1291
119	1258
