0	1536
1	963
2	1615
3	976
4	1646
5	896
6	1539
7	958
8	1528
9	1016
10	1639
11	999
12	1703
13	894
14	1597
15	938
16	1686
17	979
18	1624
19	965
20	1649
21	965
22	1621
23	1056
24	1678
25	1072
26	1736
27	1072
28	1753
29	1118
30	1662
31	966
32	1763
33	1174
34	1592
35	1231
36	1760
37	1144
38	1829
39	1168
40	1786
41	1213
42	1839
43	1213
44	1862
45	1137
46	1835
47	1195
48	1903
49	1212
50	1774
51	1257
52	1868
53	1380
54	2044
55	1260
56	1932
57	1363
58	1873
59	1254
60	2042
61	1304
62	1894
63	1400
64	1996
65	1391
66	1975
67	1342
68	1825
69	1316
70	1964
71	1307
72	1881
73	1281
74	1853
75	1335
76	1980
77	1308
78	1833
79	1216
80	2048
81	1237
82	1878
83	1203
84	1742
85	1212
86	1818
87	1204
88	1853
89	1159
90	1753
91	1064
92	1686
93	1136
94	1685
95	1161
96	1675
97	1068
98	1608
99	1103
100	1795
101	1013
102	1583
103	1067
104	1726
105	940
106	1713
107	969
108	1687
109	1067
110	1651
111	876
112	1600
113	996
114	1578
115	952
116	1605
117	893
118	1590
119	819
