0	1254.0
1	1244.5
2	1341.0
3	1353.5
4	1305.5
5	1331.0
6	1334.0
7	1333.5
8	1279.0
9	1220.5
10	1255.5
11	1323.5
12	1385.5
13	1363.5
14	1338.0
15	1428.0
16	1442.0
17	1417.5
18	1449.0
19	1423.5
20	1371.5
21	1396.0
22	1364.5
23	1342.0
24	1461.5
25	1480.0
26	1457.5
27	1494.0
28	1509.0
29	1520.5
30	1513.0
31	1535.0
32	1552.0
33	1551.5
34	1620.5
35	1610.0
36	1613.0
37	1643.0
38	1640.0
39	1670.0
40	1723.5
41	1738.0
42	1746.0
43	1751.5
44	1661.0
45	1685.5
46	1770.0
47	1735.5
48	1765.5
49	1784.0
50	1780.0
51	1774.0
52	1728.5
53	1757.0
54	1736.0
55	1742.0
56	1759.0
57	1736.5
58	1748.0
59	1695.5
60	1689.0
61	1745.0
62	1761.5
63	1730.0
64	1658.0
65	1628.5
66	1728.5
67	1778.5
68	1700.0
69	1688.0
70	1683.5
71	1643.5
72	1613.0
73	1549.5
74	1571.5
75	1668.5
76	1635.0
77	1572.5
78	1575.5
79	1600.0
80	1593.5
81	1524.5
82	1505.0
83	1514.0
84	1468.5
85	1462.5
86	1479.0
87	1461.5
88	1441.0
89	1406.0
90	1385.0
91	1384.0
92	1387.0
93	1371.0
94	1390.5
95	1423.5
96	1432.5
97	1349.5
98	1310.5
99	1383.0
100	1345.5
101	1311.0
102	1323.0
103	1282.0
104	1290.5
105	1335.5
106	1298.5
107	1285.0
108	1316.0
109	1311.5
110	1301.0
111	1325.5
112	1342.5
113	1373.0
114	1338.5
115	1323.5
116	1304.0
117	1308.0
118	1330.0
119	1119.5
