0	1275.5
1	1253.5
2	1267.5
3	1307.0
4	1284.0
5	1332.0
6	1360.5
7	1361.5
8	1337.0
9	1252.0
10	1285.0
11	1332.5
12	1279.0
13	1236.0
14	1222.0
15	1254.0
16	1264.0
17	1319.5
18	1392.0
19	1311.0
20	1271.0
21	1338.0
22	1349.5
23	1319.0
24	1279.5
25	1192.0
26	1261.5
27	1315.5
28	1288.0
29	1294.0
30	1235.0
31	1253.5
32	1293.5
33	1289.0
34	1326.5
35	1354.5
36	1314.5
37	1331.5
38	1327.5
39	1315.5
40	1349.5
41	1365.0
42	1413.0
43	1393.0
44	1365.0
45	1460.5
46	1510.0
47	1543.0
48	1634.0
49	1706.0
50	1753.0
51	1778.0
52	1891.0
53	2028.5
54	2019.0
55	1888.5
56	1734.0
57	1620.5
58	1612.5
59	1570.0
60	1476.0
61	1430.5
62	1412.0
63	1420.5
64	1435.5
65	1361.5
66	1333.5
67	1371.5
68	1313.5
69	1269.5
70	1329.0
71	1352.0
72	1293.5
73	1265.0
74	1300.0
75	1339.5
76	1352.0
77	1380.0
78	1392.0
79	1394.5
80	1348.0
81	1296.5
82	1300.0
83	1267.5
84	1263.0
85	1314.5
86	1303.5
87	1299.0
88	1350.0
89	1376.5
90	1335.5
91	1261.5
92	1175.5
93	1230.5
94	1294.0
95	1242.0
96	1267.0
97	1315.5
98	1297.5
99	1235.5
100	1242.5
101	1313.0
102	1379.0
103	1365.0
104	1350.5
105	1358.5
106	1322.0
107	1327.5
108	1290.0
109	1249.5
110	1241.0
111	1215.5
112	1255.5
113	1298.0
114	1282.5
115	1218.5
116	1214.5
117	1310.0
118	1337.0
119	1145.25
