0	1339
1	1349
2	1365
3	1300
4	1334
5	1318
6	1368
7	1291
8	1377
9	1325
10	1449
11	1311
12	1389
13	1312
14	1403
15	1380
16	1393
17	1331
18	1420
19	1322
20	1342
21	1297
22	1393
23	1267
24	1354
25	1321
26	1433
27	1357
28	1413
29	1387
30	1507
31	1414
32	1468
33	1459
34	1496
35	1392
36	1572
37	1491
38	1610
39	1576
40	1649
41	1605
42	1693
43	1614
44	1715
45	1701
46	1805
47	1722
48	1794
49	1770
50	1899
51	1900
52	1971
53	1913
54	1961
55	1910
56	2045
57	1923
58	2022
59	1937
60	2051
61	1940
62	2006
63	1966
64	2041
65	1932
66	2015
67	1981
68	2000
69	1868
70	1989
71	1871
72	1940
73	1875
74	1906
75	1826
76	1854
77	1792
78	1804
79	1724
80	1711
81	1666
82	1713
83	1629
84	1721
85	1607
86	1641
87	1481
88	1619
89	1477
90	1501
91	1461
92	1494
93	1517
94	1489
95	1370
96	1419
97	1346
98	1440
99	1360
100	1420
101	1305
102	1388
103	1360
104	1393
105	1292
106	1380
107	1236
108	1382
109	1229
110	1358
111	1263
112	1325
113	1284
114	1317
115	1265
116	1346
117	1281
118	1320
119	1246
