0	1692
1	955
2	1682
3	968
4	1600
5	1033
6	1626
7	811
8	1644
9	965
10	1609
11	967
12	1597
13	957
14	1633
15	958
16	1637
17	837
18	1639
19	992
20	1634
21	951
22	1680
23	936
24	1716
25	913
26	1689
27	933
28	1790
29	963
30	1641
31	971
32	1729
33	1069
34	1758
35	1106
36	1642
37	980
38	1714
39	1025
40	1643
41	1083
42	1774
43	1039
44	1719
45	1084
46	1973
47	1588
48	2723
49	2978
50	4282
51	3979
52	4791
53	4292
54	4992
55	4060
56	4017
57	2600
58	2827
59	1846
60	2204
61	1365
62	2065
63	1158
64	1827
65	1142
66	1714
67	1076
68	1801
69	1047
70	1755
71	965
72	1600
73	980
74	1653
75	961
76	1669
77	984
78	1597
79	913
80	1653
81	926
82	1717
83	820
84	1662
85	963
86	1633
87	992
88	1681
89	934
90	1641
91	833
92	1607
93	968
94	1575
95	912
96	1619
97	897
98	1516
99	910
100	1632
101	918
102	1581
103	887
104	1460
105	899
106	1634
107	960
108	1714
109	962
110	1563
111	901
112	1633
113	935
114	1649
115	971
116	1576
117	959
118	1554
119	941
