#x	y	z	B_x	B_y	B_z
-0.8	0.5	-0.6	1.44e-07	-1.06e-07	1.32e-08
-0.8	0.5	-0.5	1.76e-07	-1.32e-07	-1.02e-08
-0.8	0.5	-0.4	2.06e-07	-1.61e-07	-4.7e-08
-0.8	0.5	-0.3	2.26e-07	-1.9e-07	-9.5e-08
-0.8	0.5	-0.2	2.3e-07	-2.16e-07	-1.47e-07
-0.8	0.5	-0.1	2.18e-07	-2.37e-07	-1.92e-07
-0.8	0.5	0	1.94e-07	-2.47e-07	-2.25e-07
-0.8	0.5	0.1	1.65e-07	-2.43e-07	-2.46e-07
-0.8	0.5	0.2	1.32e-07	-2.28e-07	-2.56e-07
-0.8	0.5	0.3	9.64e-08	-2.02e-07	-2.57e-07
-0.8	0.5	0.4	6.09e-08	-1.71e-07	-2.49e-07
-0.8	0.5	0.5	2.81e-08	-1.39e-07	-2.33e-07
-0.8	0.5	0.6	1.07e-09	-1.09e-07	-2.09e-07
-0.8	0.5	0.7	-1.9e-08	-8.35e-08	-1.83e-07
-0.8	0.5	0.8	-3.23e-08	-6.29e-08	-1.57e-07
-0.8	0.5	0.9	-4.01e-08	-4.71e-08	-1.32e-07
-0.8	0.5	1	-4.39e-08	-3.52e-08	-1.11e-07
-0.8	0.6	-1	5.28e-08	-3.81e-08	1.82e-08
-0.8	0.6	-0.9	6.46e-08	-4.89e-08	1.83e-08
-0.8	0.6	-0.8	7.94e-08	-6.26e-08	1.59e-08
-0.8	0.6	-0.7	9.76e-08	-7.98e-08	9.3e-09
-0.8	0.6	-0.6	1.19e-07	-1.01e-07	-3.86e-09
-0.8	0.6	-0.5	1.4e-07	-1.25e-07	-2.6e-08
-0.8	0.6	-0.4	1.58e-07	-1.52e-07	-5.81e-08
-0.8	0.6	-0.3	1.68e-07	-1.8e-07	-9.82e-08
-0.8	0.6	-0.2	1.64e-07	-2.06e-07	-1.4e-07
-0.8	0.6	-0.1	1.48e-07	-2.26e-07	-1.77e-07
-0.8	0.6	0	1.24e-07	-2.37e-07	-2.03e-07
-0.8	0.6	0.1	9.68e-08	-2.34e-07	-2.19e-07
-0.8	0.6	0.2	6.98e-08	-2.2e-07	-2.25e-07
-0.8	0.6	0.3	4.35e-08	-1.96e-07	-2.24e-07
-0.8	0.6	0.4	1.87e-08	-1.67e-07	-2.15e-07
-0.8	0.6	0.5	-2.93e-09	-1.37e-07	-2e-07
-0.8	0.6	0.6	-2.02e-08	-1.09e-07	-1.81e-07
-0.8	0.6	0.7	-3.27e-08	-8.49e-08	-1.59e-07
-0.8	0.6	0.8	-4.06e-08	-6.52e-08	-1.38e-07
-0.8	0.6	0.9	-4.5e-08	-4.98e-08	-1.18e-07
-0.8	0.6	1	-4.66e-08	-3.79e-08	-9.97e-08
-0.8	0.7	-1	4.79e-08	-3.71e-08	1.1e-08
-0.8	0.7	-0.9	5.72e-08	-4.68e-08	9.45e-09
-0.8	0.7	-0.8	6.83e-08	-5.9e-08	5.64e-09
-0.8	0.7	-0.7	8.11e-08	-7.39e-08	-1.78e-09
-0.8	0.7	-0.6	9.48e-08	-9.18e-08	-1.44e-08
-0.8	0.7	-0.5	1.08e-07	-1.13e-07	-3.35e-08
-0.8	0.7	-0.4	1.16e-07	-1.36e-07	-5.95e-08
-0.8	0.7	-0.3	1.17e-07	-1.6e-07	-9.08e-08
-0.8	0.7	-0.2	1.09e-07	-1.83e-07	-1.23e-07
-0.8	0.7	-0.1	9.09e-08	-2.01e-07	-1.51e-07
-0.8	0.7	0	6.84e-08	-2.11e-07	-1.72e-07
-0.8	0.7	0.1	4.55e-08	-2.09e-07	-1.84e-07
-0.8	0.7	0.2	2.42e-08	-1.97e-07	-1.89e-07
-0.8	0.7	0.3	5.15e-09	-1.77e-07	-1.87e-07
-0.8	0.7	0.4	-1.13e-08	-1.52e-07	-1.8e-07
-0.8	0.7	0.5	-2.48e-08	-1.27e-07	-1.68e-07
-0.8	0.7	0.6	-3.51e-08	-1.03e-07	-1.53e-07
-0.8	0.7	0.7	-4.21e-08	-8.16e-08	-1.36e-07
-0.8	0.7	0.8	-4.63e-08	-6.4e-08	-1.19e-07
-0.8	0.7	0.9	-4.81e-08	-4.98e-08	-1.03e-07
-0.8	0.7	1	-4.81e-08	-3.86e-08	-8.84e-08
-0.8	0.8	-1	4.26e-08	-3.53e-08	5.3e-09
-0.8	0.8	-0.9	4.95e-08	-4.37e-08	2.92e-09
-0.8	0.8	-0.8	5.73e-08	-5.42e-08	-1.45e-09
-0.8	0.8	-0.7	6.57e-08	-6.67e-08	-8.7e-09
-0.8	0.8	-0.6	7.38e-08	-8.16e-08	-1.98e-08
-0.8	0.8	-0.5	8.01e-08	-9.87e-08	-3.53e-08
-0.8	0.8	-0.4	8.23e-08	-1.18e-07	-5.53e-08
-0.8	0.8	-0.3	7.83e-08	-1.37e-07	-7.85e-08
-0.8	0.8	-0.2	6.72e-08	-1.56e-07	-1.02e-07
-0.8	0.8	-0.1	5.03e-08	-1.7e-07	-1.23e-07
-0.8	0.8	0	3.07e-08	-1.78e-07	-1.39e-07
-0.8	0.8	0.1	1.17e-08	-1.77e-07	-1.49e-07
-0.8	0.8	0.2	-5.01e-09	-1.68e-07	-1.53e-07
-0.8	0.8	0.3	-1.88e-08	-1.52e-07	-1.52e-07
-0.8	0.8	0.4	-2.98e-08	-1.33e-07	-1.47e-07
-0.8	0.8	0.5	-3.81e-08	-1.13e-07	-1.38e-07
-0.8	0.8	0.6	-4.4e-08	-9.3e-08	-1.27e-07
-0.8	0.8	0.7	-4.76e-08	-7.54e-08	-1.15e-07
-0.8	0.8	0.8	-4.93e-08	-6.03e-08	-1.02e-07
-0.8	0.8	0.9	-4.94e-08	-4.79e-08	-8.91e-08
-0.8	0.8	1	-4.85e-08	-3.78e-08	-7.76e-08
-0.8	0.9	-1	3.72e-08	-3.29e-08	1.09e-09
-0.8	0.9	-0.9	4.21e-08	-4.01e-08	-1.65e-09
-0.8	0.9	-0.8	4.72e-08	-4.89e-08	-6.02e-09
-0.8	0.9	-0.7	5.22e-08	-5.93e-08	-1.26e-08
-0.8	0.9	-0.6	5.62e-08	-7.13e-08	-2.18e-08
-0.8	0.9	-0.5	5.8e-08	-8.49e-08	-3.4e-08
-0.8	0.9	-0.4	5.63e-08	-9.97e-08	-4.89e-08
-0.8	0.9	-0.3	4.99e-08	-1.15e-07	-6.58e-08
-0.8	0.9	-0.2	3.87e-08	-1.29e-07	-8.28e-08
-0.8	0.9	-0.1	2.37e-08	-1.4e-07	-9.82e-08
-0.8	0.9	0	7.34e-09	-1.46e-07	-1.1e-07
-0.8	0.9	0.1	-8.12e-09	-1.45e-07	-1.18e-07
-0.8	0.9	0.2	-2.13e-08	-1.39e-07	-1.22e-07
-0.8	0.9	0.3	-3.16e-08	-1.27e-07	-1.23e-07
-0.8	0.9	0.4	-3.93e-08	-1.13e-07	-1.19e-07
-0.8	0.9	0.5	-4.47e-08	-9.73e-08	-1.13e-07
-0.8	0.9	0.6	-4.8e-08	-8.19e-08	-1.05e-07
-0.8	0.9	0.7	-4.97e-08	-6.77e-08	-9.59e-08
-0.8	0.9	0.8	-5e-08	-5.52e-08	-8.62e-08
-0.8	0.9	0.9	-4.92e-08	-4.47e-08	-7.66e-08
-0.8	0.9	1	-4.77e-08	-3.6e-08	-6.75e-08
-0.8	1	-1	3.2e-08	-3.02e-08	-1.9e-09
-0.8	1	-0.9	3.52e-08	-3.64e-08	-4.68e-09
-0.8	1	-0.8	3.82e-08	-4.36e-08	-8.73e-09
-0.8	1	-0.7	4.07e-08	-5.2e-08	-1.44e-08
-0.8	1	-0.6	4.19e-08	-6.16e-08	-2.18e-08
-0.8	1	-0.5	4.11e-08	-7.23e-08	-3.12e-08
-0.8	1	-0.4	3.74e-08	-8.36e-08	-4.23e-08
-0.8	1	-0.3	3.03e-08	-9.49e-08	-5.45e-08
-0.8	1	-0.2	1.99e-08	-1.05e-07	-6.68e-08
-0.8	1	-0.1	7.28e-09	-1.13e-07	-7.81e-08
-0.8	1	0	-6.07e-09	-1.17e-07	-8.73e-08
-0.8	1	0.1	-1.85e-08	-1.17e-07	-9.38e-08
-0.8	1	0.2	-2.9e-08	-1.13e-07	-9.74e-08
-0.8	1	0.3	-3.71e-08	-1.05e-07	-9.82e-08
-0.8	1	0.4	-4.29e-08	-9.42e-08	-9.63e-08
-0.8	1	0.5	-4.66e-08	-8.25e-08	-9.23e-08
-0.8	1	0.6	-4.87e-08	-7.07e-08	-8.67e-08
-0.8	1	0.7	-4.94e-08	-5.96e-08	-8e-08
-0.8	1	0.8	-4.9e-08	-4.95e-08	-7.28e-08
-0.8	1	0.9	-4.79e-08	-4.08e-08	-6.55e-08
-0.8	1	1	-4.61e-08	-3.34e-08	-5.84e-08

-0.7	-1	-1	-3.51e-09	2.99e-08	2.57e-08
-0.7	-1	-0.9	-4.29e-09	3.69e-08	2.9e-08
-0.7	-1	-0.8	-4.88e-09	4.53e-08	3.22e-08
-0.7	-1	-0.7	-5.23e-09	5.51e-08	3.48e-08
-0.7	-1	-0.6	-5.27e-09	6.63e-08	3.63e-08
-0.7	-1	-0.5	-5.02e-09	7.86e-08	3.62e-08
-0.7	-1	-0.4	-4.58e-09	9.12e-08	3.38e-08
-0.7	-1	-0.3	-4.18e-09	1.03e-07	2.87e-08
-0.7	-1	-0.2	-4.15e-09	1.14e-07	2.08e-08
-0.7	-1	-0.1	-4.84e-09	1.21e-07	1.06e-08
-0.7	-1	0	-6.51e-09	1.25e-07	-1.26e-09
-0.7	-1	0.1	-9.21e-09	1.24e-07	-1.35e-08
-0.7	-1	0.2	-1.27e-08	1.19e-07	-2.48e-08
-0.7	-1	0.3	-1.67e-08	1.11e-07	-3.41e-08
-0.7	-1	0.4	-2.07e-08	9.99e-08	-4.09e-08
-0.7	-1	0.5	-2.43e-08	8.79e-08	-4.5e-08
-0.7	-1	0.6	-2.72e-08	7.57e-08	-4.67e-08
-0.7	-1	0.7	-2.93e-08	6.42e-08	-4.63e-08
-0.7	-1	0.8	-3.06e-08	5.37e-08	-4.45e-08
-0.7	-1	0.9	-3.12e-08	4.46e-08	-4.18e-08
-0.7	-1	1	-3.12e-08	3.68e-08	-3.85e-08
-0.7	-0.9	-1	-1.76e-09	3.25e-08	3.19e-08
-0.7	-0.9	-0.9	-2.02e-09	4.09e-08	3.68e-08
-0.7	-0.9	-0.8	-1.87e-09	5.12e-08	4.17e-08
-0.7	-0.9	-0.7	-1.15e-09	6.38e-08	4.61e-08
-0.7	-0.9	-0.6	2.9e-10	7.85e-08	4.93e-08
-0.7	-0.9	-0.5	2.45e-09	9.5e-08	5.03e-08
-0.7	-0.9	-0.4	5.15e-09	1.13e-07	4.82e-08
-0.7	-0.9	-0.3	7.91e-09	1.3e-07	4.2e-08
-0.7	-0.9	-0.2	1e-08	1.45e-07	3.15e-08
-0.7	-0.9	-0.1	1.07e-08	1.56e-07	1.71e-08
-0.7	-0.9	0	9.23e-09	1.61e-07	1.82e-10
-0.7	-0.9	0.1	5.51e-09	1.6e-07	-1.73e-08
-0.7	-0.9	0.2	-1.24e-10	1.52e-07	-3.33e-08
-0.7	-0.9	0.3	-6.87e-09	1.4e-07	-4.61e-08
-0.7	-0.9	0.4	-1.38e-08	1.25e-07	-5.49e-08
-0.7	-0.9	0.5	-2.01e-08	1.08e-07	-5.96e-08
-0.7	-0.9	0.6	-2.52e-08	9.1e-08	-6.07e-08
-0.7	-0.9	0.7	-2.89e-08	7.56e-08	-5.92e-08
-0.7	-0.9	0.8	-3.13e-08	6.2e-08	-5.58e-08
-0.7	-0.9	0.9	-3.26e-08	5.05e-08	-5.14e-08
-0.7	-0.9	1	-3.3e-08	4.09e-08	-4.66e-08
-0.7	-0.8	-1	7.28e-10	3.46e-08	3.92e-08
-0.7	-0.8	-0.9	1.29e-09	4.45e-08	4.62e-08
-0.7	-0.8	-0.8	2.7e-09	5.7e-08	5.36e-08
-0.7	-0.8	-0.7	5.29e-09	7.26e-08	6.07e-08
-0.7	-0.8	-0.6	9.39e-09	9.16e-08	6.66e-08
-0.7	-0.8	-0.5	1.51e-08	1.14e-07	6.97e-08
-0.7	-0.8	-0.4	2.22e-08	1.38e-07	6.83e-08
-0.7	-0.8	-0.3	2.97e-08	1.62e-07	6.09e-08
-0.7	-0.8	-0.2	3.61e-08	1.83e-07	4.67e-08
-0.7	-0.8	-0.1	3.97e-08	1.99e-07	2.64e-08
-0.7	-0.8	0	3.9e-08	2.06e-07	2.03e-09
-0.7	-0.8	0.1	3.35e-08	2.05e-07	-2.32e-08
-0.7	-0.8	0.2	2.41e-08	1.94e-07	-4.59e-08
-0.7	-0.8	0.3	1.22e-08	1.76e-07	-6.35e-08
-0.7	-0.8	0.4	-1.61e-10	1.54e-07	-7.47e-08
-0.7	-0.8	0.5	-1.13e-08	1.31e-07	-7.97e-08
-0.7	-0.8	0.6	-2.03e-08	1.08e-07	-7.96e-08
-0.7	-0.8	0.7	-2.69e-08	8.8e-08	-7.59e-08
-0.7	-0.8	0.8	-3.12e-08	7.07e-08	-7.01e-08
-0.7	-0.8	0.9	-3.36e-08	5.64e-08	-6.33e-08
-0.7	-0.8	1	-3.46e-08	4.48e-08	-5.62e-08
-0.7	-0.7	-1	4.08e-09	3.59e-08	4.75e-08
-0.7	-0.7	-0.9	5.91e-09	4.71e-08	5.72e-08
-0.7	-0.7	-0.8	9.29e-09	6.18e-08	6.8e-08
-0.7	-0.7	-0.7	1.49e-08	8.08e-08	7.9e-08
-0.7	-0.7	-0.6	2.36e-08	1.05e-07	8.89e-08
-0.7	-0.7	-0.5	3.56e-08	1.33e-07	9.53e-08
-0.7	-0.7	-0.4	5.06e-08	1.65e-07	9.54e-08
-0.7	-0.7	-0.3	6.69e-08	1.97e-07	8.64e-08
-0.7	-0.7	-0.2	8.13e-08	2.26e-07	6.71e-08
-0.7	-0.7	-0.1	9.04e-08	2.47e-07	3.84e-08
-0.7	-0.7	0	9.13e-08	2.57e-07	3.62e-09
-0.7	-0.7	0.1	8.3e-08	2.56e-07	-3.23e-08
-0.7	-0.7	0.2	6.68e-08	2.42e-07	-6.42e-08
-0.7	-0.7	0.3	4.59e-08	2.18e-07	-8.81e-08
-0.7	-0.7	0.4	2.4e-08	1.88e-07	-1.02e-07
-0.7	-0.7	0.5	4.4e-09	1.57e-07	-1.07e-07
-0.7	-0.7	0.6	-1.12e-08	1.27e-07	-1.04e-07
-0.7	-0.7	0.7	-2.24e-08	1.01e-07	-9.73e-08
-0.7	-0.7	0.8	-2.97e-08	7.9e-08	-8.77e-08
-0.7	-0.7	0.9	-3.4e-08	6.17e-08	-7.75e-08
-0.7	-0.7	1	-3.6e-08	4.8e-08	-6.75e-08
-0.7	-0.6	-1	8.41e-09	3.57e-08	5.66e-08
-0.7	-0.6	-0.9	1.2e-08	4.79e-08	6.96e-08
-0.7	-0.6	-0.8	1.83e-08	6.45e-08	8.48e-08
-0.7	-0.6	-0.7	2.87e-08	8.66e-08	1.01e-07
-0.7	-0.6	-0.6	4.45e-08	1.15e-07	1.16e-07
-0.7	-0.6	-0.5	6.68e-08	1.5e-07	1.27e-07
-0.7	-0.6	-0.4	9.48e-08	1.89e-07	1.29e-07
-0.7	-0.6	-0.3	1.25e-07	2.29e-07	1.18e-07
-0.7	-0.6	-0.2	1.52e-07	2.65e-07	9.11e-08
-0.7	-0.6	-0.1	1.7e-07	2.91e-07	5.12e-08
-0.7	-0.6	0	1.73e-07	3.04e-07	3.17e-09
-0.7	-0.6	0.1	1.61e-07	3.02e-07	-4.6e-08
-0.7	-0.6	0.2	1.35e-07	2.86e-07	-8.95e-08
-0.7	-0.6	0.3	1e-07	2.58e-07	-1.21e-07
-0.7	-0.6	0.4	6.3e-08	2.21e-07	-1.39e-07
-0.7	-0.6	0.5	2.97e-08	1.82e-07	-1.43e-07
-0.7	-0.6	0.6	3.57e-09	1.44e-07	-1.36e-07
-0.7	-0.6	0.7	-1.49e-08	1.12e-07	-1.24e-07
-0.7	-0.6	0.8	-2.67e-08	8.59e-08	-1.09e-07
-0.7	-0.6	0.9	-3.36e-08	6.56e-08	-9.41e-08
-0.7	-0.6	1	-3.7e-08	5.01e-08	-8.03e-08
-0.7	-0.5	-1	1.37e-08	3.37e-08	6.59e-08
-0.7	-0.5	-0.9	1.98e-08	4.63e-08	8.29e-08
-0.7	-0.5	-0.8	3.01e-08	6.38e-08	1.03e-07
-0.7	-0.5	-0.7	4.7e-08	8.79e-08	1.26e-07
-0.7	-0.5	-0.6	7.33e-08	1.2e-07	1.48e-07
-0.7	-0.5	-0.5	1.11e-07	1.59e-07	1.64e-07
-0.7	-0.5	-0.4	1.57e-07	2.03e-07	1.67e-07
-0.7	-0.5	-0.3	2.06e-07	2.47e-07	1.5e-07
-0.7	-0.5	-0.2	2.49e-07	2.84e-07	1.13e-07
-0.7	-0.5	-0.1	2.76e-07	3.11e-07	6e-08
-0.7	-0.5	0	2.82e-07	3.26e-07	-2.25e-09
-0.7	-0.5	0.1	2.65e-07	3.27e-07	-6.54e-08
-0.7	-0.5	0.2	2.28e-07	3.13e-07	-1.21e-07
-0.7	-0.5	0.3	1.76e-07	2.84e-07	-1.62e-07
-0.7	-0.5	0.4	1.19e-07	2.45e-07	-1.84e-07
-0.7	-0.5	0.5	6.63e-08	2e-07	-1.87e-07
-0.7	-0.5	0.6	2.49e-08	1.57e-07	-1.75e-07
-0.7	-0.5	0.7	-3.89e-09	1.2e-07	-1.56e-07
-0.7	-0.5	0.8	-2.2e-08	8.98e-08	-1.34e-07
-0.7	-0.5	0.9	-3.24e-08	6.71e-08	-1.13e-07
-0.7	-0.5	1	-3.77e-08	5.03e-08	-9.43e-08
-0.7	-0.4	-1	1.99e-08	2.95e-08	7.47e-08
-0.7	-0.4	-0.9	2.89e-08	4.13e-08	9.58e-08
-0.7	-0.4	-0.8	4.43e-08	5.83e-08	1.22e-07
-0.7	-0.4	-0.7	6.98e-08	8.23e-08	1.51e-07
-0.7	-0.4	-0.6	1.1e-07	1.14e-07	1.8e-07
-0.7	-0.4	-0.5	1.65e-07	1.54e-07	2e-07
-0.7	-0.4	-0.4	2.33e-07	1.97e-07	2.01e-07
-0.7	-0.4	-0.3	3.02e-07	2.38e-07	1.76e-07
-0.7	-0.4	-0.2	3.58e-07	2.72e-07	1.26e-07
-0.7	-0.4	-0.1	3.92e-07	2.95e-07	5.93e-08
-0.7	-0.4	0	3.99e-07	3.09e-07	-1.52e-08
-0.7	-0.4	0.1	3.78e-07	3.13e-07	-8.97e-08
-0.7	-0.4	0.2	3.32e-07	3.05e-07	-1.56e-07
-0.7	-0.4	0.3	2.64e-07	2.83e-07	-2.07e-07
-0.7	-0.4	0.4	1.87e-07	2.48e-07	-2.35e-07
-0.7	-0.4	0.5	1.12e-07	2.05e-07	-2.37e-07
-0.7	-0.4	0.6	5.21e-08	1.6e-07	-2.19e-07
-0.7	-0.4	0.7	1.01e-08	1.2e-07	-1.91e-07
-0.7	-0.4	0.8	-1.6e-08	8.89e-08	-1.61e-07
-0.7	-0.4	0.9	-3.08e-08	6.53e-08	-1.33e-07
-0.7	-0.4	1	-3.82e-08	4.81e-08	-1.09e-07
-0.7	-0.3	-1	2.68e-08	2.27e-08	8.2e-08
-0.7	-0.3	-0.9	3.9e-08	3.25e-08	1.07e-07
-0.7	-0.3	-0.8	6.01e-08	4.69e-08	1.38e-07
-0.7	-0.3	-0.7	9.52e-08	6.77e-08	1.74e-07
-0.7	-0.3	-0.6	1.5e-07	9.59e-08	2.08e-07
-0.7	-0.3	-0.5	2.25e-07	1.3e-07	2.29e-07
-0.7	-0.3	-0.4	3.13e-07	1.67e-07	2.23e-07
-0.7	-0.3	-0.3	3.96e-07	1.99e-07	1.86e-07
-0.7	-0.3	-0.2	4.58e-07	2.24e-07	1.23e-07
-0.7	-0.3	-0.1	4.93e-07	2.42e-07	4.61e-08
-0.7	-0.3	0	4.98e-07	2.54e-07	-3.63e-08
-0.7	-0.3	0.1	4.75e-07	2.61e-07	-1.17e-07
-0.7	-0.3	0.2	4.25e-07	2.6e-07	-1.91e-07
-0.7	-0.3	0.3	3.49e-07	2.49e-07	-2.5e-07
-0.7	-0.3	0.4	2.56e-07	2.25e-07	-2.84e-07
-0.7	-0.3	0.5	1.61e-07	1.89e-07	-2.87e-07
-0.7	-0.3	0.6	8.16e-08	1.49e-07	-2.65e-07
-0.7	-0.3	0.7	2.52e-08	1.12e-07	-2.27e-07
-0.7	-0.3	0.8	-9.69e-09	8.15e-08	-1.88e-07
-0.7	-0.3	0.9	-2.91e-08	5.91e-08	-1.52e-07
-0.7	-0.3	1	-3.88e-08	4.3e-08	-1.23e-07
-0.7	-0.2	-1	3.38e-08	1.37e-08	8.67e-08
-0.7	-0.2	-0.9	4.93e-08	2.01e-08	1.14e-07
-0.7	-0.2	-0.8	7.59e-08	2.97e-08	1.49e-07
-0.7	-0.2	-0.7	1.2e-07	4.4e-08	1.89e-07
-0.7	-0.2	-0.6	1.89e-07	6.38e-08	2.26e-07
-0.7	-0.2	-0.5	2.81e-07	8.82e-08	2.44e-07
-0.7	-0.2	-0.4	3.82e-07	1.13e-07	2.29e-07
-0.7	-0.2	-0.3	4.71e-07	1.35e-07	1.79e-07
-0.7	-0.2	-0.2	5.33e-07	1.52e-07	1.06e-07
-0.7	-0.2	-0.1	5.64e-07	1.65e-07	2.12e-08
-0.7	-0.2	0	5.67e-07	1.76e-07	-6.47e-08
-0.7	-0.2	0.1	5.42e-07	1.84e-07	-1.48e-07
-0.7	-0.2	0.2	4.91e-07	1.89e-07	-2.25e-07
-0.7	-0.2	0.3	4.13e-07	1.87e-07	-2.89e-07
-0.7	-0.2	0.4	3.12e-07	1.75e-07	-3.28e-07
-0.7	-0.2	0.5	2.03e-07	1.52e-07	-3.33e-07
-0.7	-0.2	0.6	1.07e-07	1.22e-07	-3.06e-07
-0.7	-0.2	0.7	3.83e-08	9.17e-08	-2.61e-07
-0.7	-0.2	0.8	-4.55e-09	6.68e-08	-2.13e-07
-0.7	-0.2	0.9	-2.81e-08	4.82e-08	-1.7e-07
-0.7	-0.2	1	-3.97e-08	3.49e-08	-1.35e-07
-0.7	-0.1	-1	4.06e-08	3.1e-09	8.79e-08
-0.7	-0.1	-0.9	5.88e-08	4.92e-09	1.17e-07
-0.7	-0.1	-0.8	8.98e-08	8.01e-09	1.53e-07
-0.7	-0.1	-0.7	1.41e-07	1.32e-08	1.94e-07
-0.7	-0.1	-0.6	2.2e-07	2.14e-08	2.3e-07
-0.7	-0.1	-0.5	3.23e-07	3.27e-08	2.42e-07
-0.7	-0.1	-0.4	4.31e-07	4.57e-08	2.17e-07
-0.7	-0.1	-0.3	5.21e-07	5.81e-08	1.56e-07
-0.7	-0.1	-0.2	5.79e-07	6.86e-08	7.45e-08
-0.7	-0.1	-0.1	6.05e-07	7.75e-08	-1.36e-08
-0.7	-0.1	0	6.03e-07	8.58e-08	-1e-07
-0.7	-0.1	0.1	5.77e-07	9.41e-08	-1.82e-07
-0.7	-0.1	0.2	5.26e-07	1.02e-07	-2.58e-07
-0.7	-0.1	0.3	4.48e-07	1.07e-07	-3.22e-07
-0.7	-0.1	0.4	3.44e-07	1.06e-07	-3.63e-07
-0.7	-0.1	0.5	2.29e-07	9.64e-08	-3.68e-07
-0.7	-0.1	0.6	1.23e-07	8e-08	-3.38e-07
-0.7	-0.1	0.7	4.57e-08	6.17e-08	-2.87e-07
-0.7	-0.1	0.8	-2.41e-09	4.55e-08	-2.32e-07
-0.7	-0.1	0.9	-2.87e-08	3.3e-08	-1.83e-07
-0.7	-0.1	1	-4.14e-08	2.4e-08	-1.45e-07
-0.7	0	-1	4.65e-08	-8.13e-09	8.5e-08
-0.7	0	-0.9	6.65e-08	-1.13e-08	1.13e-07
-0.7	0	-0.8	1e-07	-1.55e-08	1.47e-07
-0.7	0	-0.7	1.55e-07	-2.06e-08	1.86e-07
-0.7	0	-0.6	2.39e-07	-2.55e-08	2.17e-07
-0.7	0	-0.5	3.45e-07	-2.82e-08	2.23e-07
-0.7	0	-0.4	4.56e-07	-2.74e-08	1.89e-07
-0.7	0	-0.3	5.44e-07	-2.38e-08	1.2e-07
-0.7	0	-0.2	5.97e-07	-1.9e-08	3.21e-08
-0.7	0	-0.1	6.16e-07	-1.4e-08	-5.78e-08
-0.7	0	0	6.09e-07	-8.01e-09	-1.42e-07
-0.7	0	0.1	5.8e-07	-3.65e-10	-2.2e-07
-0.7	0	0.2	5.29e-07	9.03e-09	-2.91e-07
-0.7	0	0.3	4.52e-07	1.89e-08	-3.51e-07
-0.7	0	0.4	3.49e-07	2.69e-08	-3.89e-07
-0.7	0	0.5	2.32e-07	3.06e-08	-3.91e-07
-0.7	0	0.6	1.24e-07	2.94e-08	-3.57e-07
-0.7	0	0.7	4.46e-08	2.5e-08	-3.02e-07
-0.7	0	0.8	-4.68e-09	1.97e-08	-2.43e-07
-0.7	0	0.9	-3.13e-08	1.51e-08	-1.91e-07
-0.7	0	1	-4.39e-08	1.14e-08	-1.5e-07
-0.7	0.1	-1	5.11e-08	-1.87e-08	7.82e-08
-0.7	0.1	-0.9	7.18e-08	-2.65e-08	1.03e-07
-0.7	0.1	-0.8	1.06e-07	-3.75e-08	1.33e-07
-0.7	0.1	-0.7	1.61e-07	-5.23e-08	1.66e-07
-0.7	0.1	-0.6	2.42e-07	-6.96e-08	1.9e-07
-0.7	0.1	-0.5	3.47e-07	-8.61e-08	1.88e-07
-0.7	0.1	-0.4	4.55e-07	-9.77e-08	1.47e-07
-0.7	0.1	-0.3	5.4e-07	-1.04e-07	7.11e-08
-0.7	0.1	-0.2	5.88e-07	-1.06e-07	-2.1e-08
-0.7	0.1	-0.1	6.01e-07	-1.06e-07	-1.11e-07
-0.7	0.1	0	5.88e-07	-1.03e-07	-1.91e-07
-0.7	0.1	0.1	5.54e-07	-9.64e-08	-2.61e-07
-0.7	0.1	0.2	5.01e-07	-8.55e-08	-3.24e-07
-0.7	0.1	0.3	4.25e-07	-7.09e-08	-3.75e-07
-0.7	0.1	0.4	3.24e-07	-5.4e-08	-4.05e-07
-0.7	0.1	0.5	2.11e-07	-3.73e-08	-4e-07
-0.7	0.1	0.6	1.09e-07	-2.33e-08	-3.62e-07
-0.7	0.1	0.7	3.42e-08	-1.34e-08	-3.04e-07
-0.7	0.1	0.8	-1.17e-08	-7.27e-09	-2.44e-07
-0.7	0.1	0.9	-3.61e-08	-3.74e-09	-1.92e-07
-0.7	0.1	1	-4.74e-08	-1.78e-09	-1.51e-07
-0.7	0.2	-1	5.42e-08	-2.77e-08	6.81e-08
-0.7	0.2	-0.9	7.46e-08	-3.89e-08	8.81e-08
-0.7	0.2	-0.8	1.07e-07	-5.51e-08	1.12e-07
-0.7	0.2	-0.7	1.58e-07	-7.72e-08	1.36e-07
-0.7	0.2	-0.6	2.33e-07	-1.04e-07	1.51e-07
-0.7	0.2	-0.5	3.29e-07	-1.33e-07	1.41e-07
-0.7	0.2	-0.4	4.29e-07	-1.57e-07	9.39e-08
-0.7	0.2	-0.3	5.09e-07	-1.75e-07	1.3e-08
-0.7	0.2	-0.2	5.51e-07	-1.86e-07	-8.26e-08
-0.7	0.2	-0.1	5.57e-07	-1.94e-07	-1.72e-07
-0.7	0.2	0	5.36e-07	-1.96e-07	-2.45e-07
-0.7	0.2	0.1	4.98e-07	-1.9e-07	-3.03e-07
-0.7	0.2	0.2	4.43e-07	-1.77e-07	-3.52e-07
-0.7	0.2	0.3	3.67e-07	-1.56e-07	-3.9e-07
-0.7	0.2	0.4	2.72e-07	-1.29e-07	-4.07e-07
-0.7	0.2	0.5	1.69e-07	-9.88e-08	-3.93e-07
-0.7	0.2	0.6	7.99e-08	-7.07e-08	-3.5e-07
