#x	y	z	B_x	B_y	B_z
-0.6	-1	-0.1	-5.54e-10	7e-08	9.1e-09
-0.6	-1	0	-1.33e-09	7.21e-08	2.24e-09
-0.6	-1	0.1	-2.91e-09	7.18e-08	-4.86e-09
-0.6	-1	0.2	-5.17e-09	6.92e-08	-1.15e-08
-0.6	-1	0.3	-7.84e-09	6.45e-08	-1.7e-08
-0.6	-1	0.4	-1.06e-08	5.83e-08	-2.11e-08
-0.6	-1	0.5	-1.32e-08	5.14e-08	-2.37e-08
-0.6	-1	0.6	-1.53e-08	4.42e-08	-2.47e-08
-0.6	-1	0.7	-1.68e-08	3.74e-08	-2.46e-08
-0.6	-1	0.8	-1.78e-08	3.11e-08	-2.36e-08
-0.6	-1	0.9	-1.82e-08	2.57e-08	-2.2e-08
-0.6	-1	1	-1.82e-08	2.1e-08	-2.01e-08
-0.6	-0.9	-1	-2.48e-09	1.76e-08	2e-08
-0.6	-0.9	-0.9	-2.43e-09	2.26e-08	2.32e-08
-0.6	-0.9	-0.8	-1.96e-09	2.87e-08	2.65e-08
-0.6	-0.9	-0.7	-9.59e-10	3.61e-08	2.95e-08
-0.6	-0.9	-0.6	6.54e-10	4.48e-08	3.16e-08
-0.6	-0.9	-0.5	2.83e-09	5.44e-08	3.23e-08
-0.6	-0.9	-0.4	5.37e-09	6.44e-08	3.1e-08
-0.6	-0.9	-0.3	7.89e-09	7.4e-08	2.74e-08
-0.6	-0.9	-0.2	9.85e-09	8.23e-08	2.13e-08
-0.6	-0.9	-0.1	1.07e-08	8.84e-08	1.3e-08
-0.6	-0.9	0	1.01e-08	9.14e-08	3.37e-09
-0.6	-0.9	0.1	7.91e-09	9.1e-08	-6.62e-09
-0.6	-0.9	0.2	4.34e-09	8.73e-08	-1.58e-08
-0.6	-0.9	0.3	-1.32e-10	8.08e-08	-2.34e-08
-0.6	-0.9	0.4	-4.88e-09	7.24e-08	-2.87e-08
-0.6	-0.9	0.5	-9.34e-09	6.29e-08	-3.17e-08
-0.6	-0.9	0.6	-1.31e-08	5.34e-08	-3.26e-08
-0.6	-0.9	0.7	-1.59e-08	4.44e-08	-3.19e-08
-0.6	-0.9	0.8	-1.78e-08	3.63e-08	-3e-08
-0.6	-0.9	0.9	-1.88e-08	2.94e-08	-2.75e-08
-0.6	-0.9	1	-1.92e-08	2.37e-08	-2.47e-08
-0.6	-0.8	-1	-9.63e-10	1.88e-08	2.46e-08
-0.6	-0.8	-0.9	-2.38e-10	2.46e-08	2.92e-08
-0.6	-0.8	-0.8	1.25e-09	3.2e-08	3.39e-08
-0.6	-0.8	-0.7	3.71e-09	4.11e-08	3.84e-08
-0.6	-0.8	-0.6	7.31e-09	5.2e-08	4.19e-08
-0.6	-0.8	-0.5	1.2e-08	6.43e-08	4.35e-08
-0.6	-0.8	-0.4	1.74e-08	7.74e-08	4.23e-08
-0.6	-0.8	-0.3	2.27e-08	9.01e-08	3.77e-08
-0.6	-0.8	-0.2	2.72e-08	1.01e-07	2.94e-08
-0.6	-0.8	-0.1	2.96e-08	1.09e-07	1.8e-08
-0.6	-0.8	0	2.94e-08	1.13e-07	4.5e-09
-0.6	-0.8	0.1	2.63e-08	1.13e-07	-9.42e-09
-0.6	-0.8	0.2	2.06e-08	1.08e-07	-2.21e-08
-0.6	-0.8	0.3	1.32e-08	9.94e-08	-3.23e-08
-0.6	-0.8	0.4	5.19e-09	8.83e-08	-3.92e-08
-0.6	-0.8	0.5	-2.38e-09	7.58e-08	-4.26e-08
-0.6	-0.8	0.6	-8.79e-09	6.34e-08	-4.31e-08
-0.6	-0.8	0.7	-1.37e-08	5.19e-08	-4.13e-08
-0.6	-0.8	0.8	-1.7e-08	4.17e-08	-3.82e-08
-0.6	-0.8	0.9	-1.9e-08	3.32e-08	-3.43e-08
-0.6	-0.8	1	-1.99e-08	2.62e-08	-3.02e-08
-0.6	-0.7	-1	1.18e-09	1.95e-08	2.99e-08
-0.6	-0.7	-0.9	2.9e-09	2.6e-08	3.61e-08
-0.6	-0.7	-0.8	5.91e-09	3.46e-08	4.27e-08
-0.6	-0.7	-0.7	1.06e-08	4.54e-08	4.92e-08
-0.6	-0.7	-0.6	1.73e-08	5.85e-08	5.45e-08
-0.6	-0.7	-0.5	2.58e-08	7.37e-08	5.73e-08
-0.6	-0.7	-0.4	3.56e-08	8.99e-08	5.63e-08
-0.6	-0.7	-0.3	4.55e-08	1.06e-07	5.03e-08
-0.6	-0.7	-0.2	5.37e-08	1.2e-07	3.92e-08
-0.6	-0.7	-0.1	5.87e-08	1.3e-07	2.35e-08
-0.6	-0.7	0	5.91e-08	1.35e-07	5.15e-09
-0.6	-0.7	0.1	5.46e-08	1.35e-07	-1.38e-08
-0.6	-0.7	0.2	4.58e-08	1.29e-07	-3.09e-08
-0.6	-0.7	0.3	3.4e-08	1.19e-07	-4.44e-08
-0.6	-0.7	0.4	2.11e-08	1.05e-07	-5.3e-08
-0.6	-0.7	0.5	8.76e-09	8.9e-08	-5.69e-08
-0.6	-0.7	0.6	-1.7e-09	7.34e-08	-5.65e-08
-0.6	-0.7	0.7	-9.7e-09	5.91e-08	-5.32e-08
-0.6	-0.7	0.8	-1.52e-08	4.68e-08	-4.82e-08
-0.6	-0.7	0.9	-1.86e-08	3.66e-08	-4.25e-08
-0.6	-0.7	1	-2.04e-08	2.85e-08	-3.68e-08
-0.6	-0.6	-1	4e-09	1.92e-08	3.56e-08
-0.6	-0.6	-0.9	7.1e-09	2.63e-08	4.37e-08
-0.6	-0.6	-0.8	1.22e-08	3.57e-08	5.27e-08
-0.6	-0.6	-0.7	2.01e-08	4.79e-08	6.16e-08
-0.6	-0.6	-0.6	3.11e-08	6.29e-08	6.91e-08
-0.6	-0.6	-0.5	4.51e-08	8.05e-08	7.33e-08
-0.6	-0.6	-0.4	6.12e-08	9.94e-08	7.22e-08
-0.6	-0.6	-0.3	7.72e-08	1.18e-07	6.44e-08
-0.6	-0.6	-0.2	9.07e-08	1.34e-07	4.96e-08
-0.6	-0.6	-0.1	9.89e-08	1.46e-07	2.88e-08
-0.6	-0.6	0	1e-07	1.53e-07	4.56e-09
-0.6	-0.6	0.1	9.39e-08	1.53e-07	-2.03e-08
-0.6	-0.6	0.2	8.1e-08	1.47e-07	-4.26e-08
-0.6	-0.6	0.3	6.33e-08	1.35e-07	-5.99e-08
-0.6	-0.6	0.4	4.37e-08	1.19e-07	-7.06e-08
-0.6	-0.6	0.5	2.48e-08	1e-07	-7.46e-08
-0.6	-0.6	0.6	8.65e-09	8.2e-08	-7.3e-08
-0.6	-0.6	0.7	-3.71e-09	6.52e-08	-6.76e-08
-0.6	-0.6	0.8	-1.23e-08	5.09e-08	-6.01e-08
-0.6	-0.6	0.9	-1.77e-08	3.92e-08	-5.2e-08
-0.6	-0.6	1	-2.06e-08	3e-08	-4.41e-08
-0.6	-0.5	-1	7.5e-09	1.78e-08	4.14e-08
-0.6	-0.5	-0.9	1.24e-08	2.49e-08	5.17e-08
-0.6	-0.5	-0.8	2.02e-08	3.46e-08	6.32e-08
-0.6	-0.5	-0.7	3.21e-08	4.74e-08	7.48e-08
-0.6	-0.5	-0.6	4.87e-08	6.34e-08	8.47e-08
-0.6	-0.5	-0.5	6.98e-08	8.22e-08	9.02e-08
-0.6	-0.5	-0.4	9.36e-08	1.02e-07	8.86e-08
-0.6	-0.5	-0.3	1.17e-07	1.22e-07	7.81e-08
-0.6	-0.5	-0.2	1.36e-07	1.39e-07	5.87e-08
-0.6	-0.5	-0.1	1.48e-07	1.52e-07	3.22e-08
-0.6	-0.5	0	1.5e-07	1.6e-07	1.73e-09
-0.6	-0.5	0.1	1.42e-07	1.6e-07	-2.92e-08
-0.6	-0.5	0.2	1.24e-07	1.55e-07	-5.7e-08
-0.6	-0.5	0.3	1e-07	1.43e-07	-7.83e-08
-0.6	-0.5	0.4	7.24e-08	1.27e-07	-9.13e-08
-0.6	-0.5	0.5	4.54e-08	1.07e-07	-9.55e-08
-0.6	-0.5	0.6	2.21e-08	8.72e-08	-9.23e-08
-0.6	-0.5	0.7	4.19e-09	6.88e-08	-8.42e-08
-0.6	-0.5	0.8	-8.27e-09	5.3e-08	-7.36e-08
-0.6	-0.5	0.9	-1.61e-08	4.03e-08	-6.25e-08
-0.6	-0.5	1	-2.04e-08	3.04e-08	-5.22e-08
-0.6	-0.4	-1	1.16e-08	1.49e-08	4.68e-08
-0.6	-0.4	-0.9	1.85e-08	2.14e-08	5.92e-08
-0.6	-0.4	-0.8	2.96e-08	3.05e-08	7.33e-08
-0.6	-0.4	-0.7	4.62e-08	4.28e-08	8.76e-08
-0.6	-0.4	-0.6	6.93e-08	5.83e-08	9.96e-08
-0.6	-0.4	-0.5	9.83e-08	7.66e-08	1.06e-07
-0.6	-0.4	-0.4	1.3e-07	9.61e-08	1.03e-07
-0.6	-0.4	-0.3	1.61e-07	1.15e-07	8.88e-08
-0.6	-0.4	-0.2	1.86e-07	1.31e-07	6.43e-08
-0.6	-0.4	-0.1	2e-07	1.44e-07	3.21e-08
-0.6	-0.4	0	2.03e-07	1.51e-07	-4.2e-09
-0.6	-0.4	0.1	1.93e-07	1.54e-07	-4.06e-08
-0.6	-0.4	0.2	1.71e-07	1.5e-07	-7.33e-08
-0.6	-0.4	0.3	1.4e-07	1.4e-07	-9.86e-08
-0.6	-0.4	0.4	1.05e-07	1.25e-07	-1.14e-07
-0.6	-0.4	0.5	6.89e-08	1.07e-07	-1.18e-07
-0.6	-0.4	0.6	3.76e-08	8.7e-08	-1.13e-07
-0.6	-0.4	0.7	1.34e-08	6.83e-08	-1.02e-07
-0.6	-0.4	0.8	-3.55e-09	5.23e-08	-8.79e-08
-0.6	-0.4	0.9	-1.42e-08	3.94e-08	-7.36e-08
-0.6	-0.4	1	-2.01e-08	2.95e-08	-6.05e-08
-0.6	-0.3	-1	1.6e-08	1.04e-08	5.13e-08
-0.6	-0.3	-0.9	2.51e-08	1.56e-08	6.55e-08
-0.6	-0.3	-0.8	3.96e-08	2.31e-08	8.18e-08
-0.6	-0.3	-0.7	6.12e-08	3.33e-08	9.82e-08
-0.6	-0.3	-0.6	9.09e-08	4.65e-08	1.12e-07
-0.6	-0.3	-0.5	1.27e-07	6.22e-08	1.18e-07
-0.6	-0.3	-0.4	1.67e-07	7.89e-08	1.12e-07
-0.6	-0.3	-0.3	2.04e-07	9.5e-08	9.4e-08
-0.6	-0.3	-0.2	2.32e-07	1.09e-07	6.44e-08
-0.6	-0.3	-0.1	2.48e-07	1.2e-07	2.72e-08
-0.6	-0.3	0	2.51e-07	1.28e-07	-1.37e-08
-0.6	-0.3	0.1	2.39e-07	1.31e-07	-5.42e-08
-0.6	-0.3	0.2	2.14e-07	1.3e-07	-9.06e-08
-0.6	-0.3	0.3	1.78e-07	1.24e-07	-1.19e-07
-0.6	-0.3	0.4	1.36e-07	1.13e-07	-1.36e-07
-0.6	-0.3	0.5	9.2e-08	9.71e-08	-1.41e-07
-0.6	-0.3	0.6	5.31e-08	7.98e-08	-1.34e-07
-0.6	-0.3	0.7	2.25e-08	6.28e-08	-1.2e-07
-0.6	-0.3	0.8	1.13e-09	4.8e-08	-1.02e-07
-0.6	-0.3	0.9	-1.23e-08	3.6e-08	-8.44e-08
-0.6	-0.3	1	-1.99e-08	2.68e-08	-6.85e-08
-0.6	-0.2	-1	2.04e-08	4.61e-09	5.41e-08
-0.6	-0.2	-0.9	3.16e-08	7.68e-09	6.96e-08
-0.6	-0.2	-0.8	4.92e-08	1.24e-08	8.72e-08
-0.6	-0.2	-0.7	7.53e-08	1.92e-08	1.05e-07
-0.6	-0.2	-0.6	1.11e-07	2.83e-08	1.19e-07
-0.6	-0.2	-0.5	1.54e-07	3.95e-08	1.23e-07
-0.6	-0.2	-0.4	1.99e-07	5.18e-08	1.15e-07
-0.6	-0.2	-0.3	2.39e-07	6.4e-08	9.22e-08
-0.6	-0.2	-0.2	2.69e-07	7.5e-08	5.82e-08
-0.6	-0.2	-0.1	2.85e-07	8.43e-08	1.71e-08
-0.6	-0.2	0	2.86e-07	9.15e-08	-2.67e-08
-0.6	-0.2	0.1	2.73e-07	9.62e-08	-6.96e-08
-0.6	-0.2	0.2	2.46e-07	9.78e-08	-1.08e-07
-0.6	-0.2	0.3	2.07e-07	9.55e-08	-1.39e-07
-0.6	-0.2	0.4	1.6e-07	8.88e-08	-1.57e-07
-0.6	-0.2	0.5	1.11e-07	7.82e-08	-1.62e-07
-0.6	-0.2	0.6	6.58e-08	6.53e-08	-1.53e-07
-0.6	-0.2	0.7	3e-08	5.2e-08	-1.36e-07
-0.6	-0.2	0.8	4.78e-09	3.99e-08	-1.15e-07
-0.6	-0.2	0.9	-1.11e-08	3e-08	-9.39e-08
-0.6	-0.2	1	-1.99e-08	2.24e-08	-7.55e-08
-0.6	-0.1	-1	2.45e-08	-2.24e-09	5.48e-08
-0.6	-0.1	-0.9	3.73e-08	-1.84e-09	7.06e-08
-0.6	-0.1	-0.8	5.74e-08	-7.39e-10	8.86e-08
-0.6	-0.1	-0.7	8.68e-08	1.49e-09	1.06e-07
-0.6	-0.1	-0.6	1.26e-07	5.24e-09	1.19e-07
-0.6	-0.1	-0.5	1.73e-07	1.07e-08	1.21e-07
-0.6	-0.1	-0.4	2.22e-07	1.76e-08	1.09e-07
-0.6	-0.1	-0.3	2.64e-07	2.53e-08	8.29e-08
-0.6	-0.1	-0.2	2.93e-07	3.32e-08	4.55e-08
-0.6	-0.1	-0.1	3.08e-07	4.08e-08	1.98e-09
-0.6	-0.1	0	3.07e-07	4.75e-08	-4.32e-08
-0.6	-0.1	0.1	2.93e-07	5.31e-08	-8.67e-08
-0.6	-0.1	0.2	2.65e-07	5.7e-08	-1.26e-07
-0.6	-0.1	0.3	2.24e-07	5.84e-08	-1.56e-07
-0.6	-0.1	0.4	1.74e-07	5.67e-08	-1.75e-07
-0.6	-0.1	0.5	1.22e-07	5.19e-08	-1.78e-07
-0.6	-0.1	0.6	7.3e-08	4.46e-08	-1.68e-07
-0.6	-0.1	0.7	3.39e-08	3.64e-08	-1.48e-07
-0.6	-0.1	0.8	6.38e-09	2.85e-08	-1.25e-07
-0.6	-0.1	0.9	-1.09e-08	2.18e-08	-1.01e-07
-0.6	-0.1	1	-2.05e-08	1.64e-08	-8.08e-08
-0.6	0	-1	2.79e-08	-9.5e-09	5.3e-08
-0.6	0	-0.9	4.18e-08	-1.2e-08	6.82e-08
-0.6	0	-0.8	6.31e-08	-1.49e-08	8.52e-08
-0.6	0	-0.7	9.42e-08	-1.78e-08	1.01e-07
-0.6	0	-0.6	1.36e-07	-2.01e-08	1.12e-07
-0.6	0	-0.5	1.84e-07	-2.1e-08	1.11e-07
-0.6	0	-0.4	2.33e-07	-1.99e-08	9.62e-08
-0.6	0	-0.3	2.74e-07	-1.68e-08	6.65e-08
-0.6	0	-0.2	3.02e-07	-1.2e-08	2.66e-08
-0.6	0	-0.1	3.15e-07	-6.26e-09	-1.8e-08
-0.6	0	0	3.12e-07	2.65e-23	-6.3e-08
-0.6	0	0.1	2.96e-07	6.26e-09	-1.05e-07
-0.6	0	0.2	2.67e-07	1.2e-08	-1.43e-07
-0.6	0	0.3	2.26e-07	1.68e-08	-1.71e-07
-0.6	0	0.4	1.76e-07	1.99e-08	-1.88e-07
-0.6	0	0.5	1.22e-07	2.1e-08	-1.9e-07
-0.6	0	0.6	7.3e-08	2.01e-08	-1.78e-07
-0.6	0	0.7	3.32e-08	1.78e-08	-1.56e-07
-0.6	0	0.8	5.24e-09	1.49e-08	-1.3e-07
-0.6	0	0.9	-1.22e-08	1.2e-08	-1.06e-07
-0.6	0	1	-2.19e-08	9.5e-09	-8.39e-08
-0.6	0.1	-1	3.04e-08	-1.64e-08	4.89e-08
-0.6	0.1	-0.9	4.45e-08	-2.18e-08	6.24e-08
-0.6	0.1	-0.8	6.6e-08	-2.85e-08	7.72e-08
-0.6	0.1	-0.7	9.69e-08	-3.64e-08	9.06e-08
-0.6	0.1	-0.6	1.38e-07	-4.46e-08	9.8e-08
-0.6	0.1	-0.5	1.85e-07	-5.19e-08	9.42e-08
-0.6	0.1	-0.4	2.32e-07	-5.67e-08	7.58e-08
-0.6	0.1	-0.3	2.72e-07	-5.84e-08	4.36e-08
-0.6	0.1	-0.2	2.97e-07	-5.7e-08	2.32e-09
-0.6	0.1	-0.1	3.06e-07	-5.31e-08	-4.22e-08
-0.6	0.1	0	3.01e-07	-4.75e-08	-8.55e-08
-0.6	0.1	0.1	2.83e-07	-4.08e-08	-1.25e-07
-0.6	0.1	0.2	2.53e-07	-3.32e-08	-1.58e-07
-0.6	0.1	0.3	2.12e-07	-2.53e-08	-1.83e-07
-0.6	0.1	0.4	1.64e-07	-1.76e-08	-1.96e-07
-0.6	0.1	0.5	1.12e-07	-1.07e-08	-1.95e-07
-0.6	0.1	0.6	6.52e-08	-5.24e-09	-1.81e-07
-0.6	0.1	0.7	2.76e-08	-1.49e-09	-1.58e-07
-0.6	0.1	0.8	1.19e-09	7.39e-10	-1.32e-07
-0.6	0.1	0.9	-1.51e-08	1.84e-09	-1.06e-07
-0.6	0.1	1	-2.39e-08	2.24e-09	-8.44e-08
-0.6	0.2	-1	3.18e-08	-2.24e-08	4.27e-08
-0.6	0.2	-0.9	4.55e-08	-3e-08	5.38e-08
-0.6	0.2	-0.8	6.59e-08	-3.99e-08	6.54e-08
-0.6	0.2	-0.7	9.48e-08	-5.2e-08	7.5e-08
-0.6	0.2	-0.6	1.33e-07	-6.53e-08	7.85e-08
-0.6	0.2	-0.5	1.76e-07	-7.82e-08	7.11e-08
-0.6	0.2	-0.4	2.2e-07	-8.88e-08	4.98e-08
-0.6	0.2	-0.3	2.55e-07	-9.55e-08	1.57e-08
-0.6	0.2	-0.2	2.76e-07	-9.78e-08	-2.6e-08
-0.6	0.2	-0.1	2.82e-07	-9.62e-08	-6.92e-08
-0.6	0.2	0	2.74e-07	-9.15e-08	-1.09e-07
-0.6	0.2	0.1	2.54e-07	-8.43e-08	-1.44e-07
-0.6	0.2	0.2	2.24e-07	-7.5e-08	-1.72e-07
-0.6	0.2	0.3	1.85e-07	-6.4e-08	-1.91e-07
-0.6	0.2	0.4	1.4e-07	-5.18e-08	-1.99e-07
-0.6	0.2	0.5	9.29e-08	-3.95e-08	-1.94e-07
-0.6	0.2	0.6	5.08e-08	-2.83e-08	-1.78e-07
-0.6	0.2	0.7	1.76e-08	-1.92e-08	-1.54e-07
-0.6	0.2	0.8	-5.29e-09	-1.24e-08	-1.28e-07
-0.6	0.2	0.9	-1.92e-08	-7.68e-09	-1.04e-07
-0.6	0.2	1	-2.65e-08	-4.61e-09	-8.25e-08
-0.6	0.3	-1	3.21e-08	-2.68e-08	3.53e-08
-0.6	0.3	-0.9	4.47e-08	-3.6e-08	4.34e-08
-0.6	0.3	-0.8	6.31e-08	-4.8e-08	5.13e-08
-0.6	0.3	-0.7	8.87e-08	-6.28e-08	5.66e-08
-0.6	0.3	-0.6	1.22e-07	-7.98e-08	5.58e-08
-0.6	0.3	-0.5	1.6e-07	-9.71e-08	4.47e-08
-0.6	0.3	-0.4	1.97e-07	-1.13e-07	2.09e-08
-0.6	0.3	-0.3	2.26e-07	-1.24e-07	-1.42e-08
-0.6	0.3	-0.2	2.43e-07	-1.3e-07	-5.53e-08
-0.6	0.3	-0.1	2.44e-07	-1.31e-07	-9.58e-08
-0.6	0.3	0	2.32e-07	-1.28e-07	-1.31e-07
-0.6	0.3	0.1	2.11e-07	-1.2e-07	-1.59e-07
-0.6	0.3	0.2	1.82e-07	-1.09e-07	-1.8e-07
-0.6	0.3	0.3	1.46e-07	-9.5e-08	-1.92e-07
-0.6	0.3	0.4	1.07e-07	-7.89e-08	-1.94e-07
-0.6	0.3	0.5	6.68e-08	-6.22e-08	-1.86e-07
-0.6	0.3	0.6	3.19e-08	-4.65e-08	-1.68e-07
-0.6	0.3	0.7	5.03e-09	-3.33e-08	-1.45e-07
-0.6	0.3	0.8	-1.32e-08	-2.31e-08	-1.21e-07
-0.6	0.3	0.9	-2.39e-08	-1.56e-08	-9.79e-08
-0.6	0.3	1	-2.93e-08	-1.04e-08	-7.84e-08
-0.6	0.4	-1	3.14e-08	-2.95e-08	2.73e-08
-0.6	0.4	-0.9	4.25e-08	-3.94e-08	3.25e-08
-0.6	0.4	-0.8	5.83e-08	-5.23e-08	3.67e-08
-0.6	0.4	-0.7	7.97e-08	-6.83e-08	3.78e-08
-0.6	0.4	-0.6	1.07e-07	-8.7e-08	3.29e-08
-0.6	0.4	-0.5	1.37e-07	-1.07e-07	1.87e-08
-0.6	0.4	-0.4	1.67e-07	-1.25e-07	-6.63e-09
-0.6	0.4	-0.3	1.89e-07	-1.4e-07	-4.15e-08
-0.6	0.4	-0.2	1.99e-07	-1.5e-07	-8.05e-08
-0.6	0.4	-0.1	1.95e-07	-1.54e-07	-1.17e-07
-0.6	0.4	0	1.81e-07	-1.51e-07	-1.46e-07
-0.6	0.4	0.1	1.59e-07	-1.44e-07	-1.67e-07
-0.6	0.4	0.2	1.33e-07	-1.31e-07	-1.8e-07
-0.6	0.4	0.3	1.02e-07	-1.15e-07	-1.86e-07
-0.6	0.4	0.4	6.94e-08	-9.61e-08	-1.83e-07
-0.6	0.4	0.5	3.82e-08	-7.66e-08	-1.72e-07
-0.6	0.4	0.6	1.17e-08	-5.83e-08	-1.54e-07
-0.6	0.4	0.7	-8.13e-09	-4.28e-08	-1.32e-07
-0.6	0.4	0.8	-2.12e-08	-3.05e-08	-1.1e-07
-0.6	0.4	0.9	-2.86e-08	-2.14e-08	-9e-08
-0.6	0.4	1	-3.19e-08	-1.49e-08	-7.26e-08
-0.6	0.5	-1	2.98e-08	-3.04e-08	1.97e-08
-0.6	0.5	-0.9	3.92e-08	-4.03e-08	2.22e-08
-0.6	0.5	-0.8	5.21e-08	-5.3e-08	2.32e-08
-0.6	0.5	-0.7	6.89e-08	-6.88e-08	2.08e-08
-0.6	0.5	-0.6	8.95e-08	-8.72e-08	1.29e-08
-0.6	0.5	-0.5	1.12e-07	-1.07e-07	-3.23e-09
-0.6	0.5	-0.4	1.33e-07	-1.27e-07	-2.85e-08
-0.6	0.5	-0.3	1.47e-07	-1.43e-07	-6.13e-08
-0.6	0.5	-0.2	1.5e-07	-1.55e-07	-9.64e-08
-0.6	0.5	-0.1	1.42e-07	-1.6e-07	-1.28e-07
-0.6	0.5	0	1.26e-07	-1.6e-07	-1.51e-07
-0.6	0.5	0.1	1.06e-07	-1.52e-07	-1.65e-07
-0.6	0.5	0.2	8.27e-08	-1.39e-07	-1.72e-07
-0.6	0.5	0.3	5.82e-08	-1.22e-07	-1.72e-07
-0.6	0.5	0.4	3.38e-08	-1.02e-07	-1.65e-07
-0.6	0.5	0.5	1.15e-08	-8.22e-08	-1.53e-07
-0.6	0.5	0.6	-6.75e-09	-6.34e-08	-1.36e-07
-0.6	0.5	0.7	-1.99e-08	-4.74e-08	-1.17e-07
-0.6	0.5	0.8	-2.82e-08	-3.46e-08	-9.8e-08
-0.6	0.5	0.9	-3.25e-08	-2.49e-08	-8.07e-08
-0.6	0.5	1	-3.4e-08	-1.78e-08	-6.57e-08
-0.6	0.6	-1	2.76e-08	-3e-08	1.28e-08
-0.6	0.6	-0.9	3.52e-08	-3.92e-08	1.33e-08
-0.6	0.6	-0.8	4.51e-08	-5.09e-08	1.19e-08
-0.6	0.6	-0.7	5.76e-08	-6.52e-08	7.23e-09
-0.6	0.6	-0.6	7.22e-08	-8.2e-08	-2.41e-09
-0.6	0.6	-0.5	8.72e-08	-1e-07	-1.87e-08
-0.6	0.6	-0.4	9.98e-08	-1.19e-07	-4.21e-08
-0.6	0.6	-0.3	1.06e-07	-1.35e-07	-7.08e-08
-0.6	0.6	-0.2	1.04e-07	-1.47e-07	-1e-07
-0.6	0.6	-0.1	9.33e-08	-1.53e-07	-1.26e-07
-0.6	0.6	0	7.7e-08	-1.53e-07	-1.43e-07
-0.6	0.6	0.1	5.85e-08	-1.46e-07	-1.52e-07
-0.6	0.6	0.2	3.96e-08	-1.34e-07	-1.55e-07
-0.6	0.6	0.3	2.14e-08	-1.18e-07	-1.52e-07
-0.6	0.6	0.4	4.45e-09	-9.94e-08	-1.44e-07
-0.6	0.6	0.5	-1.01e-08	-8.05e-08	-1.32e-07
-0.6	0.6	0.6	-2.14e-08	-6.29e-08	-1.17e-07
-0.6	0.6	0.7	-2.91e-08	-4.79e-08	-1.01e-07
-0.6	0.6	0.8	-3.35e-08	-3.57e-08	-8.52e-08
-0.6	0.6	0.9	-3.53e-08	-2.63e-08	-7.09e-08
-0.6	0.6	1	-3.52e-08	-1.92e-08	-5.84e-08
-0.6	0.7	-1	2.49e-08	-2.85e-08	7.22e-09
-0.6	0.7	-0.9	3.07e-08	-3.66e-08	6.18e-09
-0.6	0.7	-0.8	3.8e-08	-4.68e-08	3.31e-09
-0.6	0.7	-0.7	4.66e-08	-5.91e-08	-2.45e-09
-0.6	0.7	-0.6	5.6e-08	-7.34e-08	-1.23e-08
-0.6	0.7	-0.5	6.48e-08	-8.9e-08	-2.73e-08
-0.6	0.7	-0.4	7.08e-08	-1.05e-07	-4.74e-08
-0.6	0.7	-0.3	7.15e-08	-1.19e-07	-7.08e-08
-0.6	0.7	-0.2	6.56e-08	-1.29e-07	-9.42e-08
-0.6	0.7	-0.1	5.37e-08	-1.35e-07	-1.14e-07
-0.6	0.7	0	3.84e-08	-1.35e-07	-1.27e-07
-0.6	0.7	0.1	2.25e-08	-1.3e-07	-1.33e-07
-0.6	0.7	0.2	7.74e-09	-1.2e-07	-1.33e-07
-0.6	0.7	0.3	-5.29e-09	-1.06e-07	-1.29e-07
-0.6	0.7	0.4	-1.63e-08	-8.99e-08	-1.21e-07
-0.6	0.7	0.5	-2.5e-08	-7.37e-08	-1.1e-07
-0.6	0.7	0.6	-3.13e-08	-5.85e-08	-9.82e-08
-0.6	0.7	0.7	-3.51e-08	-4.54e-08	-8.53e-08
-0.6	0.7	0.8	-3.67e-08	-3.46e-08	-7.28e-08
-0.6	0.7	0.9	-3.67e-08	-2.6e-08	-6.13e-08
-0.6	0.7	1	-3.56e-08	-1.95e-08	-5.11e-08
-0.6	0.8	-1	2.19e-08	-2.62e-08	2.9e-09
-0.6	0.8	-0.9	2.62e-08	-3.32e-08	1.01e-09
-0.6	0.8	-0.8	3.11e-08	-4.17e-08	-2.53e-09
-0.6	0.8	-0.7	3.66e-08	-5.19e-08	-8.48e-09
-0.6	0.8	-0.6	4.2e-08	-6.34e-08	-1.76e-08
-0.6	0.8	-0.5	4.62e-08	-7.58e-08	-3.03e-08
-0.6	0.8	-0.4	4.75e-08	-8.83e-08	-4.64e-08
-0.6	0.8	-0.3	4.47e-08	-9.94e-08	-6.45e-08
-0.6	0.8	-0.2	3.7e-08	-1.08e-07	-8.21e-08
-0.6	0.8	-0.1	2.55e-08	-1.13e-07	-9.65e-08
-0.6	0.8	0	1.2e-08	-1.13e-07	-1.06e-07
-0.6	0.8	0.1	-1.05e-09	-1.09e-07	-1.1e-07
-0.6	0.8	0.2	-1.24e-08	-1.01e-07	-1.1e-07
-0.6	0.8	0.3	-2.17e-08	-9.01e-08	-1.06e-07
-0.6	0.8	0.4	-2.87e-08	-7.74e-08	-9.94e-08
-0.6	0.8	0.5	-3.36e-08	-6.43e-08	-9.09e-08
-0.6	0.8	0.6	-3.66e-08	-5.2e-08	-8.12e-08
-0.6	0.8	0.7	-3.8e-08	-4.11e-08	-7.12e-08
-0.6	0.8	0.8	-3.8e-08	-3.2e-08	-6.14e-08
-0.6	0.8	0.9	-3.69e-08	-2.46e-08	-5.23e-08
-0.6	0.8	1	-3.51e-08	-1.88e-08	-4.43e-08
-0.6	0.9	-1	1.89e-08	-2.37e-08	-2.16e-10
