0	1345
1	1365
2	1402
3	1311
4	1345
5	1323
6	1378
7	1327
8	1400
9	1356
10	1426
11	1320
12	1404
13	1318
14	1406
15	1354
16	1396
17	1318
18	1419
19	1301
20	1338
21	1291
22	1364
23	1251
24	1326
25	1278
26	1397
27	1321
28	1338
29	1308
30	1396
31	1306
32	1346
33	1318
34	1347
35	1207
36	1357
37	1257
38	1370
39	1314
40	1363
41	1311
42	1372
43	1273
44	1385
45	1354
46	1415
47	1347
48	1395
49	1422
50	1589
51	1658
52	1840
53	1972
54	2168
55	2233
56	2434
57	2401
58	2642
59	2777
60	3290
61	3564
62	3927
63	4027
64	4170
65	4064
66	4003
67	3765
68	3446
69	2708
70	2351
71	1912
72	1806
73	1635
74	1571
75	1439
76	1432
77	1382
78	1377
79	1330
80	1312
81	1287
82	1365
83	1288
84	1398
85	1300
86	1370
87	1237
88	1367
89	1247
90	1295
91	1298
92	1321
93	1354
94	1378
95	1265
96	1344
97	1234
98	1366
99	1299
100	1378
101	1256
102	1363
103	1328
104	1364
105	1259
106	1359
107	1231
108	1365
109	1218
110	1346
111	1260
112	1323
113	1270
114	1314
115	1277
116	1342
117	1290
118	1324
119	1254
