0	1451
1	987
2	1511
3	1087
4	1559
5	956
6	1584
7	964
8	1490
9	960
10	1543
11	1075
12	1539
13	933
14	1557
15	1035
16	1430
17	1030
18	1530
19	995
20	1455
21	1079
22	1524
23	1060
24	1564
25	998
26	1497
27	1023
28	1497
29	972
30	1596
31	1100
32	1502
33	1131
34	1539
35	1064
36	1553
37	1054
38	1442
39	1158
40	1438
41	1039
42	1544
43	1046
44	1605
45	1101
46	1650
47	1351
48	2003
49	1857
50	2881
51	2965
52	3822
53	3525
54	3994
55	2982
56	3151
57	2186
58	2240
59	1556
60	1752
61	1231
62	1725
63	1253
64	1560
65	1031
66	1564
67	1169
68	1614
69	943
70	1618
71	1076
72	1515
73	1043
74	1563
75	1040
76	1498
77	959
78	1509
79	968
80	1542
81	973
82	1480
83	1102
84	1591
85	975
86	1542
87	1005
88	1565
89	1046
90	1561
91	1065
92	1489
93	970
94	1551
95	1051
96	1567
97	1005
98	1428
99	999
100	1542
101	978
102	1448
103	964
104	1488
105	1020
106	1456
107	998
108	1448
109	1024
110	1438
111	975
112	1464
113	1011
114	1449
115	1117
116	1427
117	884
118	1533
119	979
